1000,2.5470093138732822e-09
1100,2.5455941932602926e-09
1200,2.544053506704433e-09
1300,2.5423892102182305e-09
1400,2.540603303087432e-09
1500,2.5386978201291226e-09
1600,2.536674824810429e-09
1700,2.5345364031346376e-09
1800,2.5322846582218755e-09
1900,2.529921705392933e-09
2000,2.527449667879888e-09
2100,2.524870672882321e-09
2200,2.5221868480673738e-09
2300,2.519400318427259e-09
2400,2.516513203443393e-09
2500,2.5135276145588488e-09
2600,2.5104456528744274e-09
2700,2.507269407122555e-09
2800,2.5040009518038095e-09
2900,2.500642345562313e-09
3000,2.497195629696646e-09
3100,2.4936628268486423e-09
3200,2.4900459398412576e-09
3300,2.4863469506282508e-09
3400,2.482567819377693e-09
3500,2.478710483685921e-09
3600,2.474776857818597e-09
3700,2.470768832146583e-09
3800,2.466688272585206e-09
3900,2.4625370201554947e-09
4000,2.4583168905809917e-09
4100,2.454029673992986e-09
4200,2.4496771346357464e-09
4300,2.4452610107123597e-09
4400,2.4407830141814446e-09
4500,2.436244830662283e-09
4600,2.4316481193873866e-09
4700,2.42699451314151e-09
4800,2.422285618300615e-09
4900,2.4175230148369524e-09
5000,2.412708256412235e-09
5100,2.407842870462342e-09
5200,2.4029283583091264e-09
5300,2.3979661953162703e-09
5400,2.3929578310281967e-09
5500,2.3879046893784408e-09
5600,2.3828081688675263e-09
5700,2.3776696427764183e-09
5800,2.372490459383363e-09
5900,2.36727194222308e-09
6000,2.362015390315462e-09
6100,2.3567220784213774e-09
6200,2.3513932573289686e-09
6300,2.346030154104373e-09
6400,2.340633972383103e-09
6500,2.3352058926665064e-09
6600,2.329747072577572e-09
6700,2.3242586472099053e-09
6800,2.31874172937337e-09
6900,2.31319740994137e-09
7000,2.307626758115124e-09
7100,2.3020308217557034e-09
7200,2.2964106276923506e-09
7300,2.2907671820223302e-09
7400,2.285101470414166e-09
7500,2.279414458432902e-09
7600,2.273707091838257e-09
7700,2.267980296892947e-09
7800,2.262234980672696e-09
7900,2.256472031372865e-09
8000,2.2506923186167694e-09
8100,2.244896693741978e-09
8200,2.239085990122185e-09
8300,2.233261023461977e-09
8400,2.22742259207466e-09
8500,2.22157147719905e-09
8600,2.2157084432874644e-09
8700,2.2098342382750777e-09
8800,2.203949593888242e-09
8900,2.198055225927396e-09
9000,2.1921518345211746e-09
9100,2.186240104441506e-09
9200,2.1803207053441674e-09
9300,2.174394292050002e-09
9400,2.168461504824438e-09
9500,2.1625229696214357e-09
9600,2.156579298361313e-09
9700,2.150631089176385e-09
9800,2.1446789266549115e-09
9900,2.1387233821324733e-09
10000,2.1327650138749335e-09
10100,2.1268043673833688e-09
10200,2.120841975580416e-09
10300,2.1148783590931828e-09
10400,2.108914026456533e-09
10500,2.102949474333318e-09
10600,2.0969851877786487e-09
10700,2.091021640417774e-09
10800,2.085059294698496e-09
10900,2.079098602079211e-09
11000,2.0731400032660794e-09
11100,2.0671839283824316e-09
11200,2.061230797233043e-09
11300,2.0552810194379646e-09
11400,2.049334994681551e-09
11500,2.043393112871703e-09
11600,2.037455754366871e-09
11700,2.0315232901285224e-09
11800,2.025596081919347e-09
11900,2.0196744824946858e-09
12000,2.0137588357753265e-09
12100,2.007849477001663e-09
12200,2.001946732950536e-09
12300,1.9960509220487356e-09
12400,1.990162354589841e-09
12500,1.984281332866359e-09
12600,1.978408151337435e-09
12700,1.9725430967965665e-09
12800,1.966686448507128e-09
12900,1.96083847836839e-09
13000,1.954999451057819e-09
13100,1.949169624186934e-09
13200,1.9433492484300535e-09
13300,1.9375385676733737e-09
13400,1.931737819155577e-09
13500,1.9259472336033553e-09
13600,1.9201670353533853e-09
13700,1.91439744249124e-09
13800,1.90863866699369e-09
13900,1.9028909148218793e-09
14000,1.8971543860822593e-09
14100,1.8914292751129872e-09
14200,1.8857157706296155e-09
14300,1.880014055825042e-09
14400,1.874324308493176e-09
14500,1.8686467011441363e-09
14600,1.8629814010940346e-09
14700,1.8573285705937261e-09
14800,1.851688366933841e-09
14900,1.8460609425396523e-09
15000,1.8404464450744136e-09
15100,1.8348450175410033e-09
15200,1.8292567983852625e-09
15300,1.8236819215823927e-09
15400,1.8181205167419872e-09
15500,1.8125727091876528e-09
15600,1.8070386200637356e-09
15700,1.8015183664013898e-09
15800,1.7960120612354682e-09
15900,1.7905198136638145e-09
16000,1.785041728950601e-09
16100,1.7795779085856214e-09
16200,1.774128450392711e-09
16300,1.76869344858565e-09
16400,1.7632729938596447e-09
16500,1.7578671734641706e-09
16600,1.7524760712724302e-09
16700,1.7470997678541974e-09
16800,1.7417383405571329e-09
16900,1.7363918635660762e-09
