mE,M_phi
1999,605996.5109406462
2000,606148.0436585195
2001,606299.5384807102
2002,606450.9954356183
2003,606602.4145516076
2004,606753.795857007
2005,606905.1393801102
2006,607056.4451491751
2007,607207.7131924249
2008,607358.9435380473
2009,607510.1362141949
2010,607661.2912489857
2011,607812.4086705022
2012,607963.4885067926
2013,608114.5307858695
2014,608265.5355357112
2015,608416.5027842614
2016,608567.4325594287
2017,608718.3248890875
2018,608869.1798010771
2019,609019.9973232031
2020,609170.7774832363
2021,609321.5203089127
2022,609472.2258279348
2023,609622.8940679701
2024,609773.5250566526
2025,609924.1188215817
2026,610074.6753903228
2027,610225.1947904074
2028,610375.677049333
2029,610526.1221945633
2030,610676.5302535282
2031,610826.9012536232
2032,610977.2352222111
2033,611127.5321866203
2034,611277.792174146
2035,611428.0152120496
2036,611578.2013275591
2037,611728.350547869
2038,611878.4629001406
2039,612028.5384115017
2040,612178.577109047
2041,612328.579019838
2042,612478.5441709029
2043,612628.472589237
2044,612778.3643018024
2045,612928.2193355282
2046,613078.037717311
2047,613227.819474014
2048,613377.5646324678
2049,613527.2732194704
2050,613676.945261787
2051,613826.5807861502
2052,613976.1798192598
2053,614125.7423877832
2054,614275.2685183557
2055,614424.7582375797
2056,614574.2115720252
2057,614723.6285482305
2058,614873.0091927011
2059,615022.3535319103
2060,615171.6615922996
2061,615320.9334002784
2062,615470.1689822236
2063,615619.3683644806
2064,615768.5315733625
2065,615917.6586351511
2066,616066.749576096
2067,616215.8044224147
2068,616364.8232002937
2069,616513.8059358875
2070,616662.752655319
2071,616811.6633846796
2072,616960.538150029
2073,617109.376977396
2074,617258.1798927772
2075,617406.9469221388
2076,617555.678091415
2077,617704.3734265091
2078,617853.032953293
2079,618001.656697608
2080,618150.2446852635
2081,618298.7969420386
2082,618447.3134936813
2083,618595.7943659084
2084,618744.239584406
2085,618892.6491748295
2086,619041.0231628033
2087,619189.3615739213
2088,619337.6644337468
2089,619485.9317678121
2090,619634.1636016197
2091,619782.3599606407
2092,619930.5208703162
2093,620078.6463560573
2094,620226.7364432439
2095,620374.7911572261
2096,620522.8105233238
2097,620670.7945668267
2098,620818.743312994
2099,620966.6567870553
2100,621114.5350142097
2101,621262.3780196267
2102,621410.1858284455
2103,621557.9584657757
2104,621705.695956697
2105,621853.398326259
2106,622001.065599482
2107,622148.6978013563
2108,622296.2949568427
2109,622443.8570908722
2110,622591.3842283468
2111,622738.8763941381
2112,622886.333613089
2113,623033.7559100128
2114,623181.1433096933
2115,623328.4958368852
2116,623475.8135163136
2117,623623.0963726748
2118,623770.3444306358
2119,623917.5577148343
2120,624064.7362498794
2121,624211.8800603505
2122,624358.9891707986
2123,624506.0636057456
2124,624653.1033896845
2125,624800.1085470793
2126,624947.0791023658
2127,625094.0150799504
2128,625240.9165042111
2129,625387.7833994974
2130,625534.6157901301
2131,625681.4137004013
2132,625828.1771545749
2133,625974.906176886
2134,626121.6007915417
2135,626268.2610227204
2136,626414.8868945723
2137,626561.4784312196
2138,626708.0356567558
2139,626854.5585952466
2140,627001.0472707296
2141,627147.5017072138
2142,627293.9219286811
2143,627440.3079590844
2144,627586.6598223493
2145,627732.9775423735
2146,627879.2611430264
2147,628025.5106481501
2148,628171.7260815586
2149,628317.9074670385
2150,628464.0548283482
2151,628610.1681892193
2152,628756.247573355
2153,628902.2930044314
2154,629048.3045060971
2155,629194.2821019731
2156,629340.2258156532
2157,629486.1356707036
2158,629632.0116906634
2159,629777.8538990443
2160,629923.662319331
2161,630069.4369749805
2162,630215.1778894234
2163,630360.8850860628
2164,630506.5585882745
2165,630652.198419408
2166,630797.8046027852
2167,630943.3771617013
2168,631088.9161194246
2169,631234.4214991969
2170,631379.8933242325
2171,631525.33161772
2172,631670.7364028201
2173,631816.1077026676
2174,631961.4455403707
2175,632106.7499390107
2176,632252.0209216428
2177,632397.2585112952
2178,632542.4627309699
2179,632687.6336036427
2180,632832.7711522626
2181,632977.8753997528
2182,633122.9463690096
2183,633267.9840829038
2184,633412.9885642796
2185,633557.959835955
2186,633702.897920722
2187,633847.8028413466
2188,633992.6746205688
2189,634137.5132811023
2190,634282.3188456353
2191,634427.0913368298
2192,634571.8307773222
2193,634716.5371897228
2194,634861.2105966163
2195,635005.8510205615
2196,635150.458484092
2197,635295.0330097151
2198,635439.574619913
2199,635584.0833371419
2200,635728.5591838328
2201,635873.0021823912
2202,636017.4123551969
2203,636161.7897246047
2204,636306.1343129434
2205,636450.4461425174
2206,636594.7252356048
2207,636738.9716144592
2208,636883.1853013086
2209,637027.3663183564
2210,637171.5146877798
2211,637315.630431732
2212,637459.7135723406
2213,637603.7641317084
2214,637747.7821319129
2215,637891.7675950072
2216,638035.7205430192
2217,638179.640997952
2218,638323.5289817837
2219,638467.384516468
2220,638611.2076239336
2221,638754.9983260847
2222,638898.7566448005
2223,639042.4826019361
2224,639186.1762193218
2225,639329.837518763
2226,639473.4665220411
2227,639617.0632509128
2228,639760.6277271106
2229,639904.1599723423
2230,640047.6600082917
2231,640191.1278566179
2232,640334.5635389561
2233,640477.967076917
2234,640621.3384920872
2235,640764.6778060293
2236,640907.9850402816
2237,641051.2602163585
2238,641194.5033557499
2239,641337.7144799224
2240,641480.8936103182
2241,641624.0407683555
2242,641767.1559754288
2243,641910.2392529086
2244,642053.2906221418
2245,642196.3101044516
2246,642339.297721137
2247,642482.2534934735
2248,642625.1774427133
2249,642768.0695900844
2250,642910.9299567916
2251,643053.758564016
2252,643196.555432915
2253,643339.3205846228
2254,643482.0540402503
2255,643624.7558208845
2256,643767.4259475891
2257,643910.0644414051
2258,644052.6713233494
2259,644195.246614416
2260,644337.7903355758
2261,644480.3025077762
2262,644622.7831519415
2263,644765.232288973
2264,644907.6499397493
2265,645050.0361251248
2266,645192.390865932
2267,645334.71418298
2268,645477.0060970549
2269,645619.2666289202
2270,645761.4957993159
2271,645903.6936289599
2272,646045.8601385469
2273,646187.9953487488
2274,646330.0992802148
2275,646472.1719535715
2276,646614.2133894229
2277,646756.2236083501
2278,646898.202630912
2279,647040.1504776444
2280,647182.067169061
2281,647323.9527256532
2282,647465.8071678893
2283,647607.6305162156
2284,647749.422791056
2285,647891.1840128119
2286,648032.9142018623
2287,648174.6133785646
2288,648316.2815632529
2289,648457.9187762397
2290,648599.5250378157
2291,648741.1003682484
2292,648882.6447877842
2293,649024.1583166466
2294,649165.6409750378
2295,649307.0927831375
2296,649448.5137611034
2297,649589.9039290716
2298,649731.2633071563
2299,649872.5919154491
2300,650013.8897740206
2301,650155.1569029193
2302,650296.3933221715
2303,650437.5990517827
2304,650578.7741117358
2305,650719.9185219923
2306,650861.0323024922
2307,651002.1154731538
2308,651143.1680538736
2309,651284.190064527
2310,651425.1815249674
2311,651566.1424550273
2312,651707.0728745171
2313,651847.9728032261
2314,651988.8422609223
2315,652129.6812673521
2316,652270.489842241
2317,652411.2680052926
2318,652552.0157761897
2319,652692.733174594
2320,652833.4202201453
2321,652974.0769324629
2322,653114.7033311448
2323,653255.2994357678
2324,653395.8652658879
2325,653536.4008410396
2326,653676.9061807368
2327,653817.3813044723
2328,653957.826231718
2329,654098.2409819246
2330,654238.6255745225
2331,654378.9800289208
2332,654519.3043645078
2333,654659.5986006513
2334,654799.862756698
2335,654940.0968519743
2336,655080.3009057854
2337,655220.4749374164
2338,655360.6189661314
2339,655500.7330111737
2340,655640.8170917666
2341,655780.8712271127
2342,655920.8954363938
2343,656060.8897387715
2344,656200.8541533868
2345,656340.7886993604
2346,656480.6933957925
2347,656620.5682617632
2348,656760.413316332
2349,656900.2285785382
2350,657040.0140674008
2351,657179.7698019189
2352,657319.4958010707
2353,657459.192083815
2354,657598.8586690901
2355,657738.495575814
2356,657878.102822885
2357,658017.680429181
2358,658157.2284135604
2359,658296.7467948608
2360,658436.2355919007
2361,658575.694823478
2362,658715.1245083711
2363,658854.5246653383
2364,658993.8953131182
2365,659133.2364704297
2366,659272.5481559717
2367,659411.8303884232
2368,659551.0831864438
2369,659690.3065686732
2370,659829.5005537318
2371,659968.6651602197
2372,660107.8004067179
2373,660246.9063117877
2374,660385.9828939708
2375,660525.0301717896
2376,660664.0481637465
2377,660803.036888325
2378,660941.9963639886
2379,661080.9266091821
2380,661219.8276423303
2381,661358.6994818388
2382,661497.5421460941
2383,661636.3556534632
2384,661775.1400222938
2385,661913.8952709145
2386,662052.6214176348
2387,662191.3184807447
2388,662329.9864785152
2389,662468.6254291981
2390,662607.2353510264
2391,662745.8162622137
2392,662884.3681809546
2393,663022.8911254249
2394,663161.3851137811
2395,663299.8501641611
2396,663438.2862946836
2397,663576.6935234485
2398,663715.0718685368
2399,663853.4213480104
2400,663991.7419799132
2401,664130.0337822693
2402,664268.2967730848
2403,664406.5309703463
2404,664544.7363920225
2405,664682.9130560629
2406,664821.0609803986
2407,664959.1801829417
2408,665097.2706815865
2409,665235.3324942075
2410,665373.365638662
2411,665511.3701327877
2412,665649.3459944043
2413,665787.293241313
2414,665925.2118912964
2415,666063.1019621191
2416,666200.9634715269
2417,666338.7964372471
2418,666476.6008769892
2419,666614.3768084442
2420,666752.1242492843
2421,666889.8432171643
2422,667027.5337297202
2423,667165.19580457
2424,667302.8294593133
2425,667440.434711532
2426,667578.0115787892
2427,667715.5600786308
2428,667853.080228584
2429,667990.5720461579
2430,668128.0355488439
2431,668265.4707541153
2432,668402.8776794273
2433,668540.2563422174
2434,668677.606759905
2435,668814.9289498917
2436,668952.2229295612
2437,669089.4887162793
2438,669226.7263273941
2439,669363.935780236
2440,669501.1170921174
2441,669638.270280333
2442,669775.3953621599
2443,669912.4923548576
2444,670049.5612756677
2445,670186.6021418143
2446,670323.6149705038
2447,670460.5997789252
2448,670597.5565842498
2449,670734.4854036315
2450,670871.3862542064
2451,671008.2591530934
2452,671145.104117394
2453,671281.9211641917
2454,671418.7103105534
2455,671555.4715735281
2456,671692.2049701476
2457,671828.9105174262
2458,671965.588232361
2459,672102.2381319321
2460,672238.8602331019
2461,672375.4545528155
2462,672512.0211080015
2463,672648.5599155705
2464,672785.0709924164
2465,672921.5543554157
2466,673058.0100214282
2467,673194.4380072961
2468,673330.8383298448
2469,673467.2110058826
2470,673603.5560522008
2471,673739.8734855741
2472,673876.1633227594
2473,674012.4255804971
2474,674148.6602755109
2475,674284.8674245073
2476,674421.047044176
2477,674557.1991511899
2478,674693.3237622052
2479,674829.4208938606
2480,674965.4905627791
2481,675101.5327855664
2482,675237.5475788111
2483,675373.5349590856
2484,675509.4949429457
2485,675645.4275469299
2486,675781.332787561
2487,675917.2106813443
2488,676053.0612447691
2489,676188.8844943079
2490,676324.6804464165
2491,676460.4491175344
2492,676596.1905240848
2493,676731.9046824739
2494,676867.5916090917
2495,677003.2513203123
2496,677138.8838324923
2497,677274.4891619728
2498,677410.0673250783
2499,677545.6183381168
2500,677681.1422173802
2501,677816.6389791442
2502,677952.1086396677
2503,678087.5512151939
2504,678222.9667219496
2505,678358.3551761454
2506,678493.7165939758
2507,678629.0509916189
2508,678764.3583852368
2509,678899.6387909758
2510,679034.8922249656
2511,679170.1187033203
2512,679305.3182421374
2513,679440.4908574991
2514,679575.636565471
2515,679710.7553821029
2516,679845.8473234288
2517,679980.9124054667
2518,680115.9506442186
2519,680250.9620556706
2520,680385.9466557932
2521,680520.9044605407
2522,680655.8354858519
2523,680790.7397476495
2524,680925.6172618407
2525,681060.4680443169
2526,681195.2921109532
2527,681330.0894776101
2528,681464.8601601316
2529,681599.6041743458
2530,681734.3215360664
2531,681869.01226109
2532,682003.6763651983
2533,682138.3138641578
2534,682272.9247737187
2535,682407.5091096158
2536,682542.066887569
2537,682676.5981232822
2538,682811.1028324435
2539,682945.5810307263
2540,683080.0327337882
2541,683214.4579572714
2542,683348.8567168026
2543,683483.2290279932
2544,683617.5749064396
2545,683751.8943677223
2546,683886.1874274069
2547,684020.4541010436
2548,684154.6944041674
2549,684288.9083522978
2550,684423.0959609395
2551,684557.2572455817
2552,684691.3922216984
2553,684825.5009047487
2554,684959.5833101763
2555,685093.6394534099
2556,685227.6693498632
2557,685361.6730149348
2558,685495.6504640077
2559,685629.601712451
2560,685763.5267756176
2561,685897.4256688462
2562,686031.2984074603
2563,686165.1450067682
2564,686298.9654820637
2565,686432.7598486254
2566,686566.5281217169
2567,686700.2703165874
2568,686833.9864484709
2569,686967.6765325866
2570,687101.3405841389
2571,687234.9786183174
2572,687368.590650297
2573,687502.176695238
2574,687635.7367682856
2575,687769.2708845707
2576,687902.7790592089
2577,688036.261307302
2578,688169.7176439364
2579,688303.1480841842
2580,688436.5526431031
2581,688569.9313357355
2582,688703.2841771098
2583,688836.6111822403
2584,688969.9123661256
2585,689103.1877437505
2586,689236.4373300856
2587,689369.6611400861
2588,689502.8591886938
2589,689636.0314908351
2590,689769.1780614228
2591,689902.2989153547
2592,690035.3940675147
2593,690168.463532772
2594,690301.5073259816
2595,690434.5254619843
2596,690567.5179556065
2597,690700.4848216601
2598,690833.426074943
2599,690966.341730239
2600,691099.2318023173
2601,691232.0963059333
2602,691364.9352558278
2603,691497.7486667279
2604,691630.5365533461
2605,691763.2989303811
2606,691896.0358125174
2607,692028.7472144252
2608,692161.4331507611
2609,692294.0936361674
2610,692426.728685272
2611,692559.3383126896
2612,692691.9225330201
2613,692824.48136085
2614,692957.0148107517
2615,693089.5228972833
2616,693222.0056349895
2617,693354.4630384009
2618,693486.895122034
2619,693619.3019003919
2620,693751.6833879635
2621,693884.039599224
2622,694016.3705486347
2623,694148.6762506431
2624,694280.9567196833
2625,694413.2119701752
2626,694545.4420165251
2627,694677.6468731257
2628,694809.8265543559
2629,694941.981074581
2630,695074.1104481526
2631,695206.2146894085
2632,695338.2938126733
2633,695470.3478322575
2634,695602.3767624582
2635,695734.3806175592
2636,695866.3594118304
2637,695998.3131595283
2638,696130.2418748959
2639,696262.1455721627
2640,696394.0242655445
2641,696525.8779692441
2642,696657.7066974506
2643,696789.5104643395
2644,696921.289284073
2645,697053.0431708004
2646,697184.7721386568
2647,697316.4762017647
2648,697448.1553742323
2649,697579.8096701561
2650,697711.4391036173
2651,697843.0436886853
2652,697974.6234394157
2653,698106.1783698511
2654,698237.70849402
2655,698369.2138259392
2656,698500.6943796109
2657,698632.1501690251
2658,698763.5812081577
2659,698894.9875109725
2660,699026.3690914193
2661,699157.7259634354
2662,699289.0581409443
2663,699420.3656378575
2664,699551.6484680723
2665,699682.9066454737
2666,699814.1401839337
2667,699945.3490973104
2668,700076.5333994502
2669,700207.6931041856
2670,700338.8282253364
2671,700469.9387767096
2672,700601.0247720991
2673,700732.0862252861
2674,700863.1231500385
2675,700994.1355601121
2676,701125.1234692489
2677,701256.0868911785
2678,701387.0258396179
2679,701517.9403282712
2680,701648.8303708294
2681,701779.6959809712
2682,701910.5371723619
2683,702041.3539586547
2684,702172.1463534897
2685,702302.9143704947
2686,702433.6580232842
2687,702564.3773254605
2688,702695.0722906132
2689,702825.7429323192
2690,702956.3892641424
2691,703087.0112996349
2692,703217.6090523356
2693,703348.1825357709
2694,703478.7317634547
2695,703609.2567488888
2696,703739.7575055616
2697,703870.2340469498
2698,704000.686386517
2699,704131.1145377146
2700,704261.518513982
2701,704391.8983287452
2702,704522.2539954184
2703,704652.5855274036
2704,704782.8929380896
2705,704913.1762408536
2706,705043.4354490599
2707,705173.670576061
2708,705303.8816351965
2709,705434.0686397942
2710,705564.2316031692
2711,705694.3705386244
2712,705824.4854594505
2713,705954.576378926
2714,706084.6433103173
2715,706214.6862668783
2716,706344.7052618506
2717,706474.700308464
2718,706604.6714199359
2719,706734.6186094716
2720,706864.5418902643
2721,706994.4412754946
2722,707124.3167783321
2723,707254.1684119331
2724,707383.9961894425
2725,707513.8001239931
2726,707643.5802287053
2727,707773.3365166878
2728,707903.0690010373
2729,708032.7776948382
2730,708162.4626111633
2731,708292.1237630729
2732,708421.761163616
2733,708551.3748258293
2734,708680.9647627373
2735,708810.5309873532
2736,708940.0735126779
2737,709069.5923517006
2738,709199.0875173986
2739,709328.5590227372
2740,709458.0068806701
2741,709587.4311041388
2742,709716.8317060737
2743,709846.2086993929
2744,709975.5620970024
2745,710104.8919117971
2746,710234.1981566602
2747,710363.4808444625
2748,710492.7399880635
2749,710621.9756003111
2750,710751.1876940413
2751,710880.3762820787
2752,711009.5413772358
2753,711138.682992314
2754,711267.8011401027
2755,711396.8958333797
2756,711525.9670849114
2757,711655.0149074525
2758,711784.0393137463
2759,711913.0403165243
2760,712042.0179285065
2761,712170.9721624015
2762,712299.9030309065
2763,712428.8105467069
2764,712557.6947224768
2765,712686.5555708789
2766,712815.3931045644
2767,712944.2073361729
2768,713072.9982783328
2769,713201.7659436611
2770,713330.5103447632
2771,713459.2314942332
2772,713587.9294046543
2773,713716.6040885975
2774,713845.255558623
2775,713973.8838272798
2776,714102.4889071052
2777,714231.0708106256
2778,714359.6295503556
2779,714488.1651387992
2780,714616.6775884486
2781,714745.1669117853
2782,714873.6331212787
2783,715002.0762293881
2784,715130.4962485608
2785,715258.8931912335
2786,715387.2670698311
2787,715515.6178967678
2788,715643.9456844466
2789,715772.2504452593
2790,715900.5321915867
2791,716028.7909357981
2792,716157.0266902526
2793,716285.2394672972
2794,716413.4292792687
2795,716541.5961384925
2796,716669.7400572825
2797,716797.8610479427
2798,716925.9591227651
2799,717054.0342940312
2800,717182.0865740112
2801,717310.1159749652
2802,717438.1225091411
2803,717566.1061887767
2804,717694.0670260987
2805,717822.005033323
2806,717949.9202226544
2807,718077.812606287
2808,718205.6821964037
2809,718333.5290051773
2810,718461.353044769
2811,718589.1543273295
2812,718716.9328649987
2813,718844.6886699056
2814,718972.4217541687
2815,719100.1321298955
2816,719227.8198091827
2817,719355.4848041164
2818,719483.1271267718
2819,719610.7467892137
2820,719738.343803496
2821,719865.9181816616
2822,719993.4699357435
2823,720120.9990777634
2824,720248.5056197328
2825,720375.9895736518
2826,720503.450951511
2827,720630.8897652894
2828,720758.3060269558
2829,720885.6997484687
2830,721013.0709417757
2831,721140.4196188137
2832,721267.7457915094
2833,721395.049471779
2834,721522.3306715278
2835,721649.589402651
2836,721776.8256770329
2837,721904.0395065479
2838,722031.2309030594
2839,722158.3998784205
2840,722285.546444474
2841,722412.6706130523
2842,722539.772395977
2843,722666.8518050599
2844,722793.908852102
2845,722920.9435488939
2846,723047.9559072162
2847,723174.9459388385
2848,723301.9136555211
2849,723428.8590690129
2850,723555.782191053
2851,723682.6830333704
2852,723809.5616076834
2853,723936.4179257002
2854,724063.251999119
2855,724190.0638396271
2856,724316.8534589021
2857,724443.6208686115
2858,724570.3660804121
2859,724697.0891059508
2860,724823.7899568642
2861,724950.468644779
2862,725077.1251813112
2863,725203.7595780675
2864,725330.3718466433
2865,725456.9619986251
2866,725583.5300455885
2867,725710.0759990993
2868,725836.5998707128
2869,725963.1016719752
2870,726089.5814144216
2871,726216.0391095773
2872,726342.4747689582
2873,726468.8884040695
2874,726595.2800264065
2875,726721.6496474547
2876,726847.9972786896
2877,726974.3229315764
2878,727100.6266175708
2879,727226.9083481183
2880,727353.1681346545
2881,727479.4059886049
2882,727605.6219213855
2883,727731.815944402
2884,727857.9880690504
2885,727984.1383067167
2886,728110.2666687773
2887,728236.3731665984
2888,728362.4578115367
2889,728488.5206149387
2890,728614.5615881416
2891,728740.580742472
2892,728866.5780892476
2893,728992.5536397756
2894,729118.507405354
2895,729244.4393972704
2896,729370.3496268037
2897,729496.2381052217
2898,729622.1048437833
2899,729747.9498537378
2900,729873.7731463243
2901,729999.5747327727
2902,730125.3546243028
2903,730251.1128321252
2904,730376.8493674402
2905,730502.564241439
2906,730628.2574653031
2907,730753.9290502041
2908,730879.5790073044
2909,731005.2073477564
2910,731130.8140827031
2911,731256.3992232782
2912,731381.9627806052
2913,731507.5047657985
2914,731633.025189963
2915,731758.5240641941
2916,731884.0013995772
2917,732009.4572071887
2918,732134.8914980954
2919,732260.3042833544
2920,732385.6955740139
2921,732511.0653811116
2922,732636.4137156769
2923,732761.7405887292
2924,732887.0460112784
2925,733012.3299943251
2926,733137.5925488606
2927,733262.8336858668
2928,733388.0534163159
2929,733513.2517511712
2930,733638.4287013864
2931,733763.5842779061
2932,733888.718491665
2933,734013.831353589
2934,734138.9228745943
2935,734263.9930655884
2936,734389.0419374689
2937,734514.0695011243
2938,734639.0757674341
2939,734764.0607472681
2940,734889.0244514871
2941,735013.9668909429
2942,735138.8880764776
2943,735263.7880189242
2944,735388.6667291068
2945,735513.5242178403
2946,735638.3604959298
2947,735763.175574172
2948,735887.969463354
2949,736012.7421742538
2950,736137.4937176406
2951,736262.2241042738
2952,736386.9333449044
2953,736511.6214502741
2954,736636.288431115
2955,736760.9342981508
2956,736885.5590620957
2957,737010.1627336551
2958,737134.7453235252
2959,737259.3068423931
2960,737383.847300937
2961,737508.3667098263
2962,737632.8650797209
2963,737757.3424212718
2964,737881.7987451215
2965,738006.234061903
2966,738130.6483822406
2967,738255.0417167493
2968,738379.4140760358
2969,738503.7654706974
2970,738628.0959113224
2971,738752.4054084906
2972,738876.6939727723
2973,739000.9616147297
2974,739125.2083449154
2975,739249.4341738736
2976,739373.6391121391
2977,739497.8231702388
2978,739621.9863586895
2979,739746.1286880003
2980,739870.2501686708
2981,739994.3508111922
2982,740118.4306260465
2983,740242.4896237074
2984,740366.5278146394
2985,740490.5452092984
2986,740614.5418181313
2987,740738.5176515769
2988,740862.4727200647
2989,740986.4070340155
2990,741110.3206038416
2991,741234.2134399466
2992,741358.0855527252
2993,741481.9369525635
2994,741605.7676498392
2995,741729.5776549208
2996,741853.3669781684
2997,741977.1356299338
2998,742100.8836205596
2999,742224.61096038
3000,742348.317659721
3001,742472.0037288992
3002,742595.6691782234
3003,742719.3140179929
3004,742842.9382584995
3005,742966.5419100256
3006,743090.1249828456
3007,743213.6874872249
3008,743337.2294334206
3009,743460.7508316813
3010,743584.2516922469
3011,743707.7320253492
3012,743831.1918412109
3013,743954.6311500468
3014,744078.0499620631
3015,744201.448287457
3016,744324.8261364179
3017,744448.1835191266
3018,744571.5204457553
3019,744694.8369264678
3020,744818.1329714196
3021,744941.4085907576
3022,745064.6637946207
3023,745187.8985931389
3024,745311.1129964341
3025,745434.30701462
3026,745557.4806578016
3027,745680.6339360758
3028,745803.7668595308
3029,745926.8794382473
3030,746049.9716822965
3031,746173.0436017421
3032,746296.0952066395
3033,746419.1265070355
3034,746542.1375129686
3035,746665.1282344693
3036,746788.0986815599
3037,746911.0488642541
3038,747033.9787925574
3039,747156.8884764671
3040,747279.7779259727
3041,747402.6471510549
3042,747525.4961616865
3043,747648.3249678321
3044,747771.1335794479
3045,747893.9220064824
3046,748016.6902588753
3047,748139.4383465585
3048,748262.1662794559
3049,748384.8740674829
3050,748507.561720547
3051,748630.2292485475
3052,748752.8766613756
3053,748875.5039689146
3054,748998.1111810394
3055,749120.6983076169
3056,749243.2653585059
3057,749365.8123435574
3058,749488.3392726139
3059,749610.8461555103
3060,749733.3330020732
3061,749855.7998221212
3062,749978.246625465
3063,750100.673421907
3064,750223.0802212422
3065,750345.4670332569
3066,750467.8338677299
3067,750590.1807344316
3068,750712.507643125
3069,750834.8146035649
3070,750957.1016254978
3071,751079.3687186628
3072,751201.6158927907
3073,751323.8431576046
3074,751446.0505228195
3075,751568.2379981428
3076,751690.4055932737
3077,751812.5533179037
3078,751934.6811817163
3079,752056.7891943873
3080,752178.8773655844
3081,752300.9457049675
3082,752422.9942221892
3083,752545.0229268936
3084,752667.0318287171
3085,752789.0209372884
3086,752910.9902622285
3087,753032.9398131507
3088,753154.8695996602
3089,753276.7796313543
3090,753398.669917823
3091,753520.5404686483
3092,753642.3912934044
3093,753764.222401658
3094,753886.0338029679
3095,754007.8255068851
3096,754129.5975229528
3097,754251.3498607068
3098,754373.0825296753
3099,754494.7955393783
3100,754616.4888993286
3101,754738.1626190309
3102,754859.8167079826
3103,754981.4511756732
3104,755103.0660315849
3105,755224.6612851919
3106,755346.2369459608
3107,755467.7930233508
3108,755589.3295268134
3109,755710.8464657925
3110,755832.3438497244
3111,755953.8216880376
3112,756075.2799901533
3113,756196.7187654852
3114,756318.1380234393
3115,756439.5377734139
3116,756560.9180247998
3117,756682.2787869808
3118,756803.6200693322
3119,756924.9418812228
3120,757046.2442320131
3121,757167.5271310568
3122,757288.7905876992
3123,757410.034611279
3124,757531.2592111271
3125,757652.4643965667
3126,757773.650176914
3127,757894.8165614773
3128,758015.9635595576
3129,758137.0911804487
3130,758258.1994334367
3131,758379.2883278007
3132,758500.3578728115
3133,758621.4080777335
3134,758742.4389518233
3135,758863.4505043298
3136,758984.442744495
3137,759105.4156815534
3138,759226.3693247321
3139,759347.3036832509
3140,759468.218766322
3141,759589.1145831508
3142,759709.9911429348
3143,759830.8484548643
3144,759951.6865281229
3145,760072.505371886
3146,760193.3049953224
3147,760314.0854075929
3148,760434.8466178522
3149,760555.5886352464
3150,760676.3114689152
3151,760797.0151279907
3152,760917.6996215979
3153,761038.3649588545
3154,761159.0111488709
3155,761279.6382007506
3156,761400.2461235891
3157,761520.8349264759
3158,761641.4046184922
3159,761761.9552087126
3160,761882.4867062045
3161,762002.9991200276
3162,762123.4924592355
3163,762243.9667328733
3164,762364.4219499802
3165,762484.8581195873
3166,762605.2752507189
3167,762725.6733523927
3168,762846.0524336183
3169,762966.4125033991
3170,763086.7535707308
3171,763207.0756446023
3172,763327.3787339951
3173,763447.6628478842
3174,763567.927995237
3175,763688.174185014
3176,763808.4014261687
3177,763928.6097276474
3178,764048.7990983897
3179,764168.9695473278
3180,764289.121083387
3181,764409.2537154857
3182,764529.3674525351
3183,764649.4623034395
3184,764769.5382770963
3185,764889.5953823958
3186,765009.6336282212
3187,765129.6530234491
3188,765249.6535769487
3189,765369.6352975825
3190,765489.598194206
3191,765609.5422756679
3192,765729.4675508097
3193,765849.3740284662
3194,765969.2617174651
3195,766089.1306266275
3196,766208.980764767
3197,766328.8121406911
3198,766448.6247631996
3199,766568.4186410862
3200,766688.1937831372
3201,766807.9501981323
3202,766927.6878948439
3203,767047.4068820383
3204,767167.1071684745
3205,767286.7887629045
3206,767406.4516740737
3207,767526.0959107208
3208,767645.7214815775
3209,767765.3283953688
3210,767884.9166608128
3211,768004.4862866208
3212,768124.0372814977
3213,768243.569654141
3214,768363.0834132417
3215,768482.5785674845
3216,768602.0551255464
3217,768721.5130960984
3218,768840.9524878049
3219,768960.3733093227
3220,769079.7755693027
3221,769199.1592763888
3222,769318.524439218
3223,769437.8710664208
3224,769557.1991666212
3225,769676.508748436
3226,769795.7998204759
3227,769915.0723913444
3228,770034.3264696387
3229,770153.5620639492
3230,770272.7791828598
3231,770391.9778349473
3232,770511.1580287825
3233,770630.3197729292
3234,770749.4630759443
3235,770868.5879463792
3236,770987.6943927773
3237,771106.7824236762
3238,771225.8520476066
3239,771344.903273093
3240,771463.9361086527
3241,771582.9505627974
3242,771701.946644031
3243,771820.9243608516
3244,771939.883721751
3245,772058.8247352137
3246,772177.7474097181
3247,772296.6517537363
3248,772415.5377757333
3249,772534.4054841679
3250,772653.2548874924
3251,772772.0859941526
3252,772890.8988125877
3253,773009.6933512307
3254,773128.4696185077
3255,773247.2276228386
3256,773365.9673726367
3257,773484.6888763091
3258,773603.3921422561
3259,773722.0771788716
3260,773840.7439945436
3261,773959.3925976526
3262,774078.0229965739
3263,774196.6351996757
3264,774315.2292153195
3265,774433.8050518612
3266,774552.3627176498
3267,774670.9022210278
3268,774789.4235703317
3269,774907.9267738914
3270,775026.4118400307
3271,775144.8787770662
3272,775263.3275933092
3273,775381.7582970643
3274,775500.1708966295
3275,775618.5654002965
3276,775736.941816351
3277,775855.3001530719
3278,775973.6404187324
3279,776091.962621599
3280,776210.2667699315
3281,776328.5528719844
3282,776446.8209360052
3283,776565.070970235
