mE,M_phi
1255,295445.7336710176
1256,295563.38776778016
1257,295680.9950016852
1258,295798.5554286297
1259,295916.06910439953
1260,296033.5360846699
1261,296150.95642500534
1262,296268.3301808606
1263,296385.65740758023
1264,296502.9381603996
1265,296620.1724944447
1266,296737.3604647325
1267,296854.50212617154
1268,296971.5975335619
1269,297088.64674159576
1270,297205.64980485756
1271,297322.60677782417
1272,297439.5177148656
1273,297556.3826702447
1274,297673.2016981181
1275,297789.974852536
1276,297906.7021874427
1277,298023.38375667675
1278,298140.01961397147
1279,298256.60981295496
1280,298373.15440715064
1281,298489.65344997734
1282,298606.10699474975
1283,298722.5150946784
1284,298838.8778028704
1285,298955.1951723295
1286,299071.4672559561
1287,299187.694106548
1288,299303.8757768004
1289,299420.0123193062
1290,299536.1037865565
1291,299652.15023094055
1292,299768.15170474607
1293,299884.10826015985
1294,300000.0199492677
1295,300115.88682405476
1296,300231.708936406
1297,300347.4863381062
1298,300463.2190808404
1299,300578.9072161941
1300,300694.5507956535
1301,300810.1498706059
1302,300925.70449233986
1303,301041.21471204545
1304,301156.68058081454
1305,301272.1021496411
1306,301387.4794694214
1307,301502.81259095436
1308,301618.1015649417
1309,301733.3464419884
1310,301848.5472726026
1311,301963.7041071962
1312,302078.8169960849
1313,302193.8859894887
1314,302308.9111375319
1315,302423.8924902435
1316,302538.8300975573
1317,302653.7240093124
1318,302768.5742752533
1319,302883.3809450301
1320,302998.14406819886
1321,303112.86369422177
1322,303227.5398724675
1323,303342.1726522113
1324,303456.7620826354
1325,303571.30821282923
1326,303685.81109178945
1327,303800.2707684205
1328,303914.6872915347
1329,304029.0607098524
1330,304143.39107200253
1331,304257.6784265224
1332,304371.9228218583
1333,304486.1243063657
1334,304600.2829283091
1335,304714.3987358629
1336,304828.47177711123
1337,304942.5021000481
1338,305056.48975257797
1339,305170.43478251575
1340,305284.337237587
1341,305398.19716542866
1342,305512.01461358817
1343,305625.78962952516
1344,305739.5222606105
1345,305853.21255412704
1346,305966.8605572699
1347,306080.4663171463
1348,306194.02988077636
1349,306307.5512950928
1350,306421.0306069415
1351,306534.46786308155
1352,306647.86311018554
1353,306761.2163948397
1354,306874.52776354447
1355,306987.7972627141
1356,307101.0249386775
1357,307214.2108376781
1358,307327.355005874
1359,307440.4574893386
1360,307553.51833406044
1361,307666.53758594353
1362,307779.5152908076
1363,307892.4514943883
1364,308005.3462423374
