mE,mPhi,delta
106,284.64656529462394,2.753314325654864e-09
106,318.5531751027926,2.340914596654628e-09
106,295.00313385880435,2.6169085421249016e-09
106,313.30097703701773,2.39869112975648e-09
106,279.58506462845685,2.8237279749055268e-09
106,271.82321345176,2.9368403124561973e-09
106,297.9115950045196,2.5803546064056543e-09
106,320.8731498175002,2.3160335751744845e-09
106,314.4942464989619,2.385384987433055e-09
106,293.3279306395779,2.638302571346509e-09
106,338.5850367108415,2.1381087175867186e-09
106,288.8168290663604,2.6971832439384488e-09
106,342.1150991820035,2.105026867586306e-09
106,336.18459354096956,2.1610368909674425e-09
106,303.032790494718,2.5177589242202775e-09
106,314.91826196910347,2.3806824950956106e-09
106,281.5459275103233,2.7961450167677225e-09
106,292.4997470227487,2.648972567689776e-09
106,271.33654687429316,2.9441481022725694e-09
106,274.07858285835374,2.9033116063266083e-09
106,306.959998189125,2.4712319985487577e-09
106,274.55244732889804,2.896337023614199e-09
106,269.4806046926358,2.972257964165949e-09
106,272.0914962424919,2.9328229120375867e-09
106,311.1504514068928,2.4229441116428545e-09
106,320.00635425539645,2.3252847019035174e-09
106,320.4012995021877,2.3210629132193354e-09
106,320.62780141006823,2.31864671339097e-09
106,286.0291668195397,2.7345198095503404e-09
106,348.0278411383353,2.051257708963984e-09
106,316.7448409986187,2.360577592562881e-09
106,300.3964524739167,2.5497053419169673e-09
106,317.5182898574673,2.352138325872862e-09
106,342.1510597141614,2.1046936969309213e-09
106,275.7220163359633,2.879225434059803e-09
106,335.2240650659795,2.170311486623259e-09
106,328.2581916819321,2.239332033082549e-09
106,343.3159552244914,2.0939423194945516e-09
106,294.522829873042,2.6230168476411408e-09
106,311.719893691681,2.416487721407378e-09
106,293.1962749896698,2.6399946243408507e-09
106,285.3066093715646,2.744318831019214e-09
106,297.3869180813646,2.586894130683449e-09
106,316.30390059732014,2.365408407662491e-09
106,284.58475158533173,2.7541589349720937e-09
106,313.9049095835098,2.391943301563229e-09
106,331.1875480318849,2.209924633686993e-09
106,270.4692965544492,2.9572356304847624e-09
106,284.35524479039134,2.7572981327659416e-09
106,279.6118664922119,2.8233483261755954e-09
106,284.34355442873897,2.757458171592247e-09
106,293.2405451013002,2.6394254853923718e-09
106,281.37755832771205,2.7984981719947077e-09
106,283.40219729185617,2.770389195387928e-09
106,313.6796677857285,2.3944567477748244e-09
106,335.90993771929203,2.163683014090591e-09
106,276.96979755922297,2.861129324554887e-09
106,312.60522250637234,2.4064990767303643e-09
106,308.22722797739675,2.4564836996684665e-09
106,328.8486619206087,2.233358939544692e-09
106,271.2663675266418,2.9452040702681218e-09
106,277.74740299220946,2.849934605839832e-09
106,321.5888802662532,2.308434841325733e-09
106,341.7528755326154,2.1083871052090933e-09
106,322.02177869954966,2.3038563709905088e-09
106,327.355126326284,2.2485121487944244e-09
106,338.9409280064415,2.1347394365780047e-09
106,288.8520890851637,2.6967157036833054e-09
106,277.1560444737206,2.858442288407576e-09
106,298.4059888840184,2.5742143336152413e-09
106,295.87517642810104,2.60587059348478e-09
106,332.44323101729464,2.1974901959764447e-09
106,328.3617843840627,2.238282434495953e-09
106,309.2380126882897,2.4448109839908865e-09
106,327.3516662997079,2.248547426489925e-09
106,339.5763029925552,2.1287433603263863e-09
106,308.4819497724976,2.453534549699285e-09
106,271.7679330909265,2.9376690903279744e-09
106,280.6191826845764,2.8091327572884214e-09
106,323.8568603812109,2.2845932507025324e-09
106,332.13806010817814,2.2005028133414e-09
106,325.29808365053987,2.2696276174357995e-09
106,319.47673741785735,2.330963537173137e-09
106,327.4593683160264,2.2474496955073203e-09
106,288.57575616048547,2.700382949979037e-09
106,279.29490403155563,2.8278428086474562e-09
106,347.35806865639097,2.0572476698614608e-09
106,311.89994856365036,2.4144514181870126e-09
106,278.71718458230373,2.8360613028967594e-09
106,328.597540017107,2.2358964200235514e-09
106,283.6592050500109,2.76685013981341e-09
106,300.94266568300947,2.5430386081643015e-09
106,277.43344862103373,2.854446824040685e-09
106,303.7096414270646,2.509650300813738e-09
106,324.5632398727839,2.2772404203599233e-09
106,345.1932888536086,2.0767825489884916e-09
106,290.451830062352,2.6756257298897132e-09
106,300.05523503828215,2.553882836479278e-09
106,324.3819336597472,2.279124396103822e-09
106,298.6434865123446,2.571272155998419e-09
106,332.3943667817841,2.1979721767406352e-09
106,297.70327507967266,2.5829482281250225e-09
106,288.5596023971217,2.7005975507016663e-09
106,348.4638279891968,2.0473721574726247e-09
106,312.30094236617145,2.4099253461745295e-09
106,272.81236524732907,2.9220672858857266e-09
106,306.1483380950994,2.4807455828122064e-09
106,349.50092226678674,2.03817233154342e-09
106,344.9057948144348,2.079397121500527e-09
106,291.56806441145767,2.6610505235178964e-09
106,350.9480265258311,2.0254354234891217e-09
106,340.15528351838293,2.123300736630952e-09
106,346.10899856650894,2.0684864977627356e-09
106,345.1232663393964,2.077418918683198e-09
106,269.9265495984094,2.965468676228792e-09
106,284.29754106476315,2.7580882157209362e-09
106,344.8624777584228,2.079791476313903e-09
106,329.55574602805603,2.2262365303218564e-09
106,293.2145385849242,2.6397598051322627e-09
106,301.48170592390494,2.536484066200369e-09
106,298.3945839369833,2.5743557430666508e-09
106,277.46438359535034,2.8540017640094427e-09
106,307.7051331470461,2.4625445069890176e-09
106,285.05472079242134,2.7477467262205653e-09
106,347.9551840648286,2.0519062757459708e-09
106,323.6939042042471,2.2862943707208426e-09
106,307.7758498618427,2.4617223181875146e-09
106,280.12624422692255,2.816076364679887e-09
106,290.5123085951884,2.674833088002419e-09
106,320.3856189843377,2.3212303193750907e-09
106,335.6981103189725,2.1657270385871103e-09
106,300.64983873437114,2.5466095357826934e-09
106,320.3780812531737,2.32131079886852e-09
106,346.1018994563533,2.068550628345791e-09
106,347.0199783456285,2.060280955498209e-09
106,339.7204377249248,2.1273865517590858e-09
106,304.0037418090707,2.5061387508574958e-09
106,287.8450332886851,2.7101151492024493e-09
106,290.8796392182815,2.6700260532247852e-09
106,279.2183908642134,2.82892929645365e-09
106,334.73466410726843,2.1750592168189954e-09
106,326.3891103937489,2.258392667550815e-09
106,298.19837523301953,2.5767902827421854e-09
106,326.22739621306613,2.260052842029028e-09
106,320.64385968316884,2.318475550656219e-09
106,306.60370237900395,2.475401690296575e-09
106,340.04475684108786,2.1243381664408925e-09
106,274.10974610960557,2.9028521883866494e-09
106,292.1253037337774,2.6538171814268895e-09
106,340.9230011259996,2.1161150002839223e-09
106,306.47123502569997,2.4769545339840053e-09
106,312.4873475384775,2.407825541619072e-09
106,302.44796845949855,2.524795550500703e-09
106,301.44418253479387,2.5369395472888775e-09
106,269.74025380659134,2.968302225482289e-09
106,327.3542520003642,2.2485210631599414e-09
106,319.67122073008164,2.328875853086375e-09
106,308.64735583502835,2.451622230073832e-09
106,277.14790752955514,2.858559606552305e-09
106,318.2147891569691,2.344575979074795e-09
106,276.38816152332316,2.8695441695454715e-09
106,299.9196215423881,2.555545884259165e-09
106,298.9760762872716,2.567160104013488e-09
106,280.94623738390635,2.804539400408911e-09
106,291.5204874105669,2.6616694214666056e-09
106,321.06610853759366,2.3139814189524693e-09
106,335.5998686109416,2.1666759707308052e-09
106,312.357386993589,2.4092892330877454e-09
106,338.26928721529185,2.141104431758951e-09
106,296.22795018200986,2.6014244049665984e-09
106,322.00931179974674,2.3039880409221562e-09
106,342.16334067689434,2.104579932596448e-09
106,321.31258497551954,2.3113639172313767e-09
106,315.45149476079723,2.374787753836192e-09
106,285.57143585476507,2.740721503487867e-09
106,281.30031606311917,2.799578676175901e-09
106,341.4549275909669,2.111156914695442e-09
106,298.59991312675305,2.571811589938826e-09
106,286.01387848657043,2.734726621349964e-09
107,346.92347292044406,2.0516939294999626e-09
107,330.12326916058737,2.2098566970922296e-09
107,296.40606473265075,2.5853403268866408e-09
107,275.82760016545444,2.8613266669366333e-09
107,325.00856055551475,2.2615202429209457e-09
107,346.92919975634527,2.051642852523873e-09
107,331.93266582172726,2.191989033215973e-09
107,314.6449821793694,2.371703146308344e-09
107,343.3527642749849,2.083903524118845e-09
107,350.4299894195655,2.020761869203086e-09
107,342.61155599589836,2.0906814881528224e-09
107,287.6810036282294,2.697460287002418e-09
107,273.81867267339925,2.8905104413260694e-09
107,277.65675110015746,2.8351213327567965e-09
107,317.90026933211186,2.3362723952962356e-09
107,285.1683762432472,2.731047021363366e-09
107,329.58220873776065,2.215240615525794e-09
107,286.1168845064908,2.7182977775127126e-09
107,269.53263268663767,2.9542196037942816e-09
107,336.4709820673003,2.1480842451081593e-09
107,293.6621587653181,2.6198647261017524e-09
107,346.88155276158676,2.0520678666776263e-09
107,282.64631902714984,2.7653684537621873e-09
107,328.9890884654903,2.22116442390437e-09
107,333.3942050311186,2.1777088711938024e-09
107,331.28784709309144,2.19833248684948e-09
107,342.1945540390955,2.094508820931317e-09
107,310.32248544383754,2.4199620881106202e-09
107,303.0743543239477,2.5041259616876953e-09
107,276.60669484406236,2.8501225868434e-09
107,331.0364849179928,2.2008124881984946e-09
107,274.89301029163454,2.8748505825177376e-09
107,272.048638114566,2.9165794123509895e-09
107,285.8784230943547,2.7214949492279743e-09
107,288.1119918934167,2.6917590017065446e-09
107,278.0497091927013,2.8295366508444917e-09
107,342.75313097189894,2.089384389906233e-09
107,340.7667903815645,2.107690399533308e-09
107,299.5318107238288,2.5468053545093404e-09
107,322.8922990172479,2.2834090054738807e-09
107,299.51259530361455,2.547039708819236e-09
107,313.0534996676717,2.3893082495233162e-09
107,306.29844730943853,2.4661747230344107e-09
107,291.08483216254166,2.6529016991750883e-09
107,274.09912691958897,2.8864106627451145e-09
107,344.4260208989943,2.07414552359558e-09
107,313.91115210317673,2.3797974495739263e-09
107,345.1200299055207,2.0678708869334072e-09
107,347.22963137235286,2.0489659242796487e-09
107,280.1906270883184,2.799386182053697e-09
107,302.2870325481978,2.51352165573164e-09
107,278.10685320962597,2.8287258428737575e-09
107,273.0071655299296,2.902420558530556e-09
107,331.071249512142,2.2004692506419564e-09
107,286.4428702328332,2.7139358644988707e-09
107,332.1493190508691,2.189863642931857e-09
107,328.24918507928993,2.2285864520025217e-09
107,312.8472647166683,2.3916034529399423e-09
107,339.60393802319805,2.1185153302681574e-09
107,333.87097910528865,2.1730796471116896e-09
107,323.7536062432829,2.2744635431045557e-09
107,320.2846259526443,2.310804650838115e-09
107,276.06859555403014,2.857854186596621e-09
107,342.17757664946333,2.0946648583129854e-09
107,291.396626434355,2.6488732093230327e-09
107,298.7039123310971,2.5569308082202877e-09
107,292.7915743034893,2.6309575069915404e-09
107,277.3068592169966,2.8401073055147693e-09
107,339.6807872237352,2.1177974596178187e-09
107,312.6024344809469,2.394332325759342e-09
107,294.3823457735524,2.6107391517212054e-09
107,347.9749566489368,2.042346722437524e-09
107,277.33629820915615,2.8396873133722e-09
107,277.31785112008345,2.8399504788018293e-09
107,311.7900259345245,2.403419729774691e-09
107,270.9344255599366,2.933162931026533e-09
107,329.55683416926337,2.215493576002803e-09
107,318.1706220847742,2.333364355736255e-09
107,280.3803165138896,2.796737101832011e-09
107,342.7532229450391,2.0893835476354455e-09
107,279.23691727855385,2.8127599059462115e-09
107,281.18930422506577,2.785479680114106e-09
107,328.5742259547441,2.225321524471244e-09
107,309.28381195358554,2.4317697979070686e-09
107,329.724526460862,2.213822617398138e-09
107,319.09765187723093,2.323432456539247e-09
107,294.50428014035157,2.609198643829801e-09
107,305.77672002438214,2.472259477843651e-09
107,335.60562932924375,2.156356920972551e-09
107,320.69110670619455,2.3065030650616706e-09
107,274.0007526991567,2.887847780044268e-09
107,317.5339824511229,2.3402207166737785e-09
107,334.5270644436561,2.166732688882823e-09
107,328.4969896958772,2.2260967091688146e-09
107,283.5897479565392,2.752457516492697e-09
107,283.79575182648415,2.7496498685165396e-09
107,280.5516040429287,2.79434810691919e-09
107,346.69352172853854,2.0537463630512358e-09
107,350.2911676222938,2.021973546778012e-09
107,320.4092516223441,2.3094845656539137e-09
107,338.85219212577,2.1255562554342055e-09
107,313.3621300233898,2.385879423950643e-09
107,270.05198540934254,2.946393055547611e-09
107,289.9974907192609,2.6670198017749506e-09
107,318.87620806749044,2.325799366829445e-09
107,331.4788727695735,2.1964504872973426e-09
107,327.0417506347102,2.2407756773819138e-09
107,273.0531584115829,2.901743659866195e-09
107,316.0733382092875,2.3560618166355178e-09
107,306.14451926537123,2.4679676902684656e-09
107,336.030020353686,2.152294029575192e-09
107,347.0829287804715,2.050272450891941e-09
107,335.844887206236,2.1540650289319797e-09
107,325.4962746898809,2.2565188396131402e-09
107,321.8544764124872,2.294255542587806e-09
107,300.6236554539921,2.5335399833594483e-09
107,284.016995606823,2.746639101636801e-09
107,298.031687489047,2.565195099676446e-09
107,350.46066040136327,2.0204943060367956e-09
107,312.3964216534019,2.396632028830026e-09
107,333.0568210660682,2.180993331187197e-09
107,302.85520140255244,2.5067361774051083e-09
107,349.72375402419505,2.026937083762138e-09
107,285.9222681799631,2.720906690180334e-09
107,276.21826681051795,2.8557006346789323e-09
107,328.48120770524383,2.226255153852572e-09
107,341.9090689245667,2.0971349283737017e-09
107,334.40867304751106,2.167876016646156e-09
107,319.9413382645727,2.3144465426849202e-09
107,292.6872607509581,2.632291184717204e-09
107,329.0650165789952,2.2204048095275525e-09
107,320.3623269439297,2.3099814825980596e-09
107,298.05062300950806,2.5649617805235762e-09
107,315.4581659419127,2.3627799688450553e-09
107,275.19592147815405,2.870457287711345e-09
107,346.3603074526888,2.05672576496579e-09
107,291.0632353774611,2.6531810639245012e-09
107,336.7119603917777,2.145788710026057e-09
107,333.2053617598077,2.179546391629979e-09
107,281.4321443271405,2.7821131703408363e-09
107,327.79620731992117,2.2331480466297958e-09
108,326.78147320791487,2.2325173689931886e-09
108,267.63921328693465,2.9656055346694803e-09
108,285.0335004297022,2.7177948019553783e-09
108,295.1647490781954,2.5869814272862728e-09
108,332.1140064860663,2.1797332143662194e-09
108,333.2349171145071,2.1688680430161517e-09
108,290.9676069076303,2.6400501462731413e-09
108,344.68249345850546,2.0622622851793063e-09
108,309.8183504100587,2.4132910621165015e-09
108,345.9941580504713,2.0505352699492227e-09
108,288.58020319493886,2.670938521293813e-09
108,310.5756815035021,2.404776597528317e-09
108,289.70766887004976,2.656286825124604e-09
108,269.08636151993585,2.9437775066661737e-09
108,283.5180328122967,2.738177126764195e-09
108,346.40848511196504,2.0468510590840827e-09
108,271.74661472456836,2.904248599740555e-09
108,272.43990105128995,2.8940721482188435e-09
108,291.2607481689421,2.636292966964049e-09
108,345.1954946807464,2.057664210616078e-09
108,278.5506796189552,2.806548415781141e-09
108,321.33048445411,2.288408070161882e-09
108,347.6814907546939,2.0355913460902634e-09
108,315.40987520885096,2.3514361122744677e-09
108,306.61211395958463,2.4498244711292355e-09
108,303.5582878310326,2.4853683048899307e-09
108,317.68390150540813,2.3269344304880366e-09
108,280.3393983817679,2.781648391559047e-09
108,338.8717401713412,2.1154014416788637e-09
108,302.90724680784564,2.493042016915387e-09
108,305.326111546426,2.4647023952219578e-09
108,304.68123829804347,2.4722121503911195e-09
108,295.2740886171373,2.585619548290505e-09
108,314.1255264944988,2.36543952264777e-09
108,272.98715695510896,2.8860753176838065e-09
108,316.49762786268604,2.3396697360193556e-09
108,293.7656682745595,2.604499293422042e-09
108,313.2648883752559,2.3748906994782753e-09
108,322.350948956439,2.277792045866838e-09
108,282.5873896927668,2.7508029579140275e-09
108,311.6442957704391,2.3928360905165275e-09
108,334.44287448404634,2.157246733935214e-09
108,332.7132199854556,2.173915155730969e-09
108,320.01201927796706,2.3022305218883057e-09
108,336.8450733897756,2.1344026669362894e-09
108,328.3626966100484,2.21667428134189e-09
108,336.3683892149482,2.1389077936449055e-09
108,298.33760140947567,2.5478782185454505e-09
108,268.0961201158508,2.9586887909236303e-09
108,278.35149767950804,2.809340944994549e-09
108,271.4824435472255,2.9081397682195887e-09
108,333.3157164853156,2.168087875119996e-09
108,273.2561935199092,2.8821556190958223e-09
108,315.75153892736336,2.347731090437324e-09
108,268.7598748256223,2.948681886497169e-09
108,301.07759396782114,2.514791748901554e-09
108,315.07030706986575,2.355126789196211e-09
108,274.0747459851229,2.8702766951100477e-09
108,306.00581170384226,2.456822659194995e-09
108,275.0627006112541,2.8560327853222725e-09
108,267.47783401991325,2.9680540660120684e-09
108,331.9612634690261,2.181219878781571e-09
108,267.39846782674533,2.9692593150987245e-09
108,294.67384152119666,2.5931086846647757e-09
108,276.4244139048243,2.8365659951560053e-09
108,346.91089459263395,2.042396486610193e-09
108,299.5164759083139,2.5335663686614395e-09
108,335.40379218765094,2.148066424818648e-09
108,317.8575986886136,2.3250781111039867e-09
108,281.76533638466253,2.7620253259424184e-09
108,312.58767071614614,2.3823660376039932e-09
108,273.0115873331462,2.8857190662267722e-09
108,331.2370478555316,2.1882887773336115e-09
108,285.5938006130483,2.7103142738135674e-09
108,286.0380669985315,2.704403942869523e-09
108,275.56073144148365,2.848890843079716e-09
108,334.3735036981966,2.1579116797844852e-09
108,287.33087754799567,2.6873100728513304e-09
108,349.07851998510347,2.0233377984303366e-09
108,304.47921605869004,2.4745715574377526e-09
108,310.77396638543286,2.4025545033242275e-09
108,324.5507016202937,2.2551487688942015e-09
108,346.32907698508143,2.0475564146002093e-09
108,329.26478531436567,2.2077086245021316e-09
108,276.92898524253536,2.829401115658584e-09
108,314.8923608030369,2.3570641845842694e-09
108,314.4137989611959,2.3622859829331295e-09
108,331.8488644017292,2.182314809386778e-09
108,270.6398415208114,2.920601166080657e-09
108,341.50530662389565,2.0910744673042334e-09
108,341.406261295566,2.0919820175754744e-09
108,304.45614386482936,2.4748412231066035e-09
108,294.11611426228995,2.60009535804765e-09
108,280.07478773559217,2.785311868431314e-09
108,319.12203542730583,2.3116292519864072e-09
108,306.4563124304463,2.4516200460152177e-09
108,340.5828058028734,2.0995494859374487e-09
108,342.04489906751473,2.086140206894465e-09
108,318.6274848865748,2.3168759847309167e-09
108,320.817550275383,2.293771237894665e-09
108,312.17888053093145,2.386894855296305e-09
108,324.75731237783066,2.2530387638592026e-09
108,303.8265538893121,2.482216210714718e-09
108,314.0431105870887,2.3663422249538042e-09
108,299.9128979435722,2.5287797418299015e-09
108,285.88981876813136,2.7063741109030665e-09
108,271.492095946923,2.9079974593975074e-09
108,339.6568588185631,2.1081063405845395e-09
108,297.21042026930627,2.561671762636894e-09
108,322.8305653833426,2.2728271341654687e-09
108,286.34589537996203,2.7003195955105532e-09
108,271.62058434240595,2.906104059938714e-09
108,280.03113627256704,2.785916879738069e-09
108,325.68362828482253,2.243613829441499e-09
108,290.15203070518606,2.6505440124548385e-09
108,342.5845185380634,2.0812225678265185e-09
108,322.0227026703665,2.2811990475989073e-09
108,289.95991211953265,2.653024705479733e-09
108,317.1530166161022,2.332621352932095e-09
108,274.3951401528045,2.865646234800376e-09
108,267.19053508996706,2.9724202953720048e-09
108,344.94151272948193,2.05993881201233e-09
108,316.6535912844813,2.3379896373357403e-09
108,299.9765109218283,2.528012856765878e-09
108,291.4650210062934,2.633679361521788e-09
108,326.5723120823504,2.234625328740328e-09
108,324.3443431389022,2.2572590532248743e-09
108,334.69507597986257,2.1548317849896463e-09
108,346.56936146133853,2.0454231291440528e-09
108,335.6916205121075,2.1453276203098906e-09
108,292.49533477840794,2.6205535408723075e-09
108,349.2017802966452,2.022261807236606e-09
108,309.6772395229115,2.4148823441053345e-09
108,307.7301441159075,2.4369949638797546e-09
108,332.75481541651624,2.173512120537282e-09
108,325.7277151158547,2.243166685112016e-09
108,279.55051967858367,2.792590754726298e-09
108,332.6360668177064,2.1746630111187274e-09
108,312.8509429737333,2.3794559229131775e-09
108,291.09152635507843,2.638460935608009e-09
108,320.9609414486315,2.2922701305587096e-09
108,301.894840802531,2.5050431555448055e-09
108,338.29597115003924,2.1207746081266e-09
108,330.84049201319766,2.192173532007214e-09
108,318.50084624989603,2.3182222751146367e-09
108,281.16597918145766,2.770249067360927e-09
108,300.06318522526954,2.526968496052483e-09
108,283.322308662696,2.7408255427086773e-09
109,335.42495802181907,2.13769167345558e-09
109,314.13128460693474,2.3534549171612195e-09
109,284.09825847624694,2.715258072126619e-09
109,329.61178908913223,2.1936575008786446e-09
109,276.28732417853695,2.822434344609981e-09
109,303.3512236366077,2.4748531873455298e-09
109,306.192802850914,2.4419914311250063e-09
109,312.6240753408715,2.369904093036461e-09
109,331.33975321846316,2.176802196256996e-09
109,305.2691662713738,2.4526035152394006e-09
109,279.2525514586791,2.781043664761966e-09
109,284.23495064346406,2.7134348991077274e-09
109,340.1132968316093,2.0940492718401374e-09
109,287.8307010653261,2.666100883313034e-09
109,319.2896777748722,2.2983894734255777e-09
109,278.7501326676395,2.7879951710852813e-09
109,329.6110701657878,2.1936645528304353e-09
109,304.53860805299826,2.4610444228238956e-09
109,313.8331219966655,2.356695850219995e-09
109,335.83784989935293,2.1337955245629062e-09
109,275.07577573945053,2.839600733596433e-09
109,344.19689763906285,2.0570805917344894e-09
109,280.13905447758543,2.7688385218943864e-09
109,281.5210813497597,2.749964106338891e-09
109,282.30829790856296,2.739295599848017e-09
109,333.241524558912,2.1584674069595448e-09
109,310.19377912817845,2.396779287369576e-09
109,332.16045747312137,2.168862313179033e-09
109,345.7077498931098,2.043642509640836e-09
109,340.5312138440774,2.090221842836888e-09
109,307.9482573094703,2.4220040496904067e-09
109,314.31009364414865,2.3515144071297874e-09
109,341.113874455911,2.084902536574649e-09
109,333.4110653610511,2.15684374940227e-09
109,280.38572054329757,2.7654561726464756e-09
109,339.79093206067296,2.09700854378974e-09
109,323.38671701733506,2.255971225865137e-09
109,343.9443843865737,2.0593390297216207e-09
109,278.56675522700476,2.7905386133323744e-09
109,300.5372330597426,2.508028158112152e-09
109,268.16895519491254,2.9403838895846415e-09
109,316.55077038200733,2.3273923954491456e-09
109,345.9357486473504,2.0416256657154977e-09
109,280.50030681595223,2.763886954882256e-09
109,267.70418199668416,2.9473490099718003e-09
109,276.6783334212155,2.8169259424142737e-09
109,279.3586078031737,2.7795794435019647e-09
109,274.558877252009,2.8469702783244445e-09
109,333.3652251472082,2.157282577232178e-09
109,268.53222758720227,2.934956279917427e-09
109,332.89015182984616,2.161838072164602e-09
109,297.2437211777151,2.5476766588891048e-09
109,347.66756294533155,2.026400101816489e-09
109,268.2295757182407,2.9394771660874343e-09
109,335.9386669005184,2.132845753270181e-09
109,296.67741056946744,2.5545850130468754e-09
109,298.570750141041,2.5315934814944074e-09
109,314.6203960227047,2.34815235873413e-09
109,336.17967664722664,2.1305777423404382e-09
109,281.70994419393816,2.7473991645693017e-09
109,324.04097575262296,2.249302426087065e-09
109,292.6129634747113,2.6049679070473155e-09
109,332.18618217571264,2.1686141183868404e-09
109,320.0774442371896,2.290144377571313e-09
109,279.1607838458088,2.782311509031176e-09
109,339.9436039978003,2.095606277748271e-09
109,305.745560083934,2.4471217176655445e-09
109,302.4415117852786,2.4855084734843487e-09
109,315.6359737654006,2.337197257485774e-09
109,275.07531886518973,2.839607235266908e-09
109,273.1140103982715,2.8677162588878e-09
109,325.02285512607034,2.2393476095957023e-09
109,297.88116221122897,2.5399327519909923e-09
109,278.6208781768193,2.7897875823407202e-09
109,285.004478300866,2.7032038637901893e-09
109,302.9348163302073,2.479722296269303e-09
109,313.78274695433794,2.357244047534334e-09
109,270.6834713011897,2.903107256830858e-09
109,317.5478920734897,2.316772729252769e-09
109,323.62384329002145,2.2535509190869612e-09
109,319.2726722415982,2.298567933403319e-09
109,315.79043469740066,2.3355375501166817e-09
109,281.60627705592117,2.7488066396566907e-09
109,299.276630700777,2.5230979915286116e-09
109,322.5423290317532,2.2646203461426145e-09
109,322.2326625449778,2.2678043009799233e-09
109,338.34580847072255,2.1103493784892394e-09
109,342.80636438631586,2.0695620411068306e-09
109,298.9960981198757,2.526469360211512e-09
109,270.394404502465,2.9073579687440185e-09
109,324.89587715873853,2.2406313874746674e-09
109,330.8939950864935,2.181132319319933e-09
109,342.2672642904484,2.0744305599798e-09
109,288.6793545646839,2.6551026718964242e-09
109,340.7892979094759,2.0878632818528184e-09
109,270.98192029374127,2.8987279242229214e-09
109,291.6438910027636,2.617191641743428e-09
109,327.5737972096387,2.213780814613116e-09
109,287.7258207908181,2.6674646384707314e-09
109,291.59889017496744,2.6177612803243133e-09
109,292.8111608076142,2.602478003257471e-09
109,288.3829179641219,2.6589369414555814e-09
109,295.4876842427875,2.5691865186557075e-09
109,324.77775079057386,2.2418266297409696e-09
109,332.5918928084507,2.164705210164133e-09
109,294.647046444798,2.579576255418209e-09
109,282.0662035468501,2.742570165395065e-09
109,271.4478686570962,2.891909685026927e-09
109,323.6802936895793,2.2529752931453478e-09
109,271.8036363625905,2.886719198097954e-09
109,275.4187058488097,2.8347265959433275e-09
109,273.3962996663584,2.863646024681289e-09
109,324.15465323503764,2.248146630186172e-09
109,276.7828697179496,2.8154558862266384e-09
109,317.6582866415453,2.315601299750521e-09
109,280.0434227835421,2.7701514473861155e-09
109,283.62334982211826,2.7216060161353312e-09
109,293.807012220919,2.5900190907569038e-09
109,307.66227000851814,2.4252441283820626e-09
109,284.52161944293425,2.7096170792254357e-09
109,310.61898099673255,2.3920455772369814e-09
109,273.8937623616828,2.8564934244089676e-09
109,274.48551007949607,2.848018515411436e-09
109,281.21308505636307,2.754154383793306e-09
109,343.97812178087673,2.059037079855094e-09
109,340.02814498554613,2.094830367581697e-09
109,302.80341539431925,2.481261653659412e-09
109,325.0542466204058,2.2390303980720963e-09
109,333.5585449117368,2.1554328060712877e-09
109,301.02587081429675,2.502221637337839e-09
109,318.1992902781692,2.3098729091526092e-09
109,311.81979263899825,2.3787497836092133e-09
109,342.8194527893781,2.0694440480747598e-09
109,298.636999330673,2.530794400417839e-09
109,322.1068216121371,2.269100032986632e-09
109,337.2810750972202,2.1202574249937873e-09
109,344.48380365720686,2.0545189063187902e-09
109,299.6212675049948,2.5189651043412553e-09
109,347.354201083136,2.029142848732208e-09
109,269.94237208639,2.9140229907320376e-09
109,297.37781119216055,2.5460448530400115e-09
109,324.14908388067937,2.2482032356055762e-09
109,271.43519748295023,2.8920947984008733e-09
109,321.8236013163146,2.2720201542387343e-09
109,308.64667673225904,2.41411755452993e-09
109,303.21781579848897,2.476411641517633e-09
109,297.7738670391759,2.5412338434678973e-09
109,291.829869132159,2.6148393474376044e-09
109,324.02593645786357,2.2494553998600555e-09
109,330.71808922941045,2.182844512135553e-09
109,317.8851309319461,2.313196873082362e-09
109,267.79880237599394,2.9459291076150513e-09
109,347.01438274826063,2.0321232501225195e-09
109,348.3791166025812,2.020192057730325e-09
109,342.53258377637167,2.0720324334234055e-09
109,319.97009608482614,2.291265409645202e-09
109,302.1811514569643,2.488570202437379e-09
109,310.45000258787974,2.3939251714299004e-09
109,314.70020758690845,2.3472887432652783e-09
109,278.7629784935246,2.787817124483621e-09
109,289.84024429089595,2.6401634396835895e-09
109,308.786843530352,2.412539269300875e-09
109,305.40273780341306,2.4510647402324254e-09
109,287.80463886178376,2.666439675713834e-09
109,269.8728881013152,2.9150494440660764e-09
109,298.4429831786619,2.533135601702146e-09
109,286.20376711963297,2.6873693236438045e-09
109,347.78644016975744,2.0253610179195193e-09
109,306.8918343564394,2.4340039286606866e-09
109,278.3658677280248,2.7933287464944143e-09
109,269.99572708940366,2.9132351547492023e-09
109,324.09292282472865,2.2487741567047757e-09
109,301.1630690623826,2.5005947848328703e-09
109,341.95526204026476,2.0772557864754893e-09
109,283.99250204218737,2.7166698391022216e-09
110,302.4271139637731,2.4727094376959163e-09
110,323.33088673424527,2.2454786573714705e-09
110,300.1063329401416,2.4999601704473883e-09
110,284.5144127701383,2.69477098198868e-09
110,333.33941246114716,2.1472535367810404e-09
110,311.8892712818678,2.365925543849657e-09
110,292.31422078277393,2.5946884871299e-09
